name,teams,position,start_year,stop_year,total_game,games_started
Vinny Ciurciu,2TM|CAR|MIN|DET,mlb,2003,2010,103,6
Frank Civiletto,CLI,,1923,1923,4,3
Neil Clabo,MIN,P,1975,1977,41,0
Tyson Clabo,ATL|MIA|HOU,lt/RT,2006,2014,132,116
Darryl Clack,DAL,rb,1986,1989,51,1
Jim Clack,PIT|NYG,c,1971,1981,146,103
Ryan Clady,DEN|NYJ,LT,2008,2016,107,106
Walt Clago,DET|RII,RE,1921,1922,13,11
Chris Claiborne,DET|MIN|STL|NYG,mlb,1999,2006,105,89
Morris Claiborne,DAL|NYJ,CB,2012,2018,66,62
Robert Claiborne,SDG|TAM,,1992,1993,14,0
Frank Clair,WAS,e,1941,1941,10,1
Rickey Claitt,WAS,rb,1980,1981,28,1
Jack Clancy,MIA|GNB,WR,1967,1970,36,29
Kendrick Clancy,PIT|NYG|ARI|NOR,dt/NT,2000,2009,109,46
Sam Clancy,SEA|CLE|IND,LDT,1983,1993,152,47
Sean Clancy,MIA|STL,,1978,1979,26,0
Stu Clancy,TOR|SIS|2TM|NYG,b,1930,1935,50,11
Chuck Clanton,GNB,,1985,1985,3,0
Sam Claphan,SDG,t,1981,1987,87,46
Dennis Claridge,GNB|ATL,qb,1965,1966,8,3
Travis Claridge,ATL,lg,2000,2003,52,49
Al Clark,DET|RAM|PHI,RCB,1971,1976,69,35
Algy Clark,BKN|CLE|BOS|CIN|2TM,BB,1930,1934,47,23
Allan Clark,NWE|2TM,KR,1979,1982,33,0
Babe Clark,RCH,,1920,1920,8,0
Bernard Clark,CIN|2TM,,1990,1991,28,0
Beryl Clark,CRD,b,1940,1940,9,3
Bill Clark,DAY,,1920,1920,2,0
Bill Clark,CRD,g,1920,1920,3,2
Boobie Clark,CIN|HOU,FB,1973,1980,94,54
Bret Clark,ATL,FS,1986,1988,29,28
Brian Clark,TAM,k,1982,1982,1,0
Brian Clark,DEN|2TM|TAM|DET,,2006,2010,38,0
Bruce Clark,NOR|KAN,de,1982,1989,113,88
Bryan Clark,CIN,,1984,1984,1,0
Charlie Clark,CRD,g,1924,1924,4,2
Chris Clark,DEN|HOU|CAR,lt/rt,2010,2018,108,55
Chuck Clark,BAL,,2017,2018,19,0
Corey Clark,SDG,,2009,2009,2,0
Dallas Clark,IND|TAM|BAL,te,2003,2013,143,118
Dan Clark,RAM,,1987,1987,1,0
Danny Clark,JAX|OAK|NOR|HOU|NYG,LB/mlb,2000,2010,168,102
Darius Clark,DEN,te,2001,2001,7,0
Darryl Clark,CHI,,1987,1987,3,0
Derrick Clark,DEN,rb,1994,1994,16,4
Desmond Clark,DEN|MIA|CHI,te,1999,2010,162,105
Devin Clark,WAS,,2008,2008,2,0
Dexter Clark,DET,,1987,1987,2,0
Don Clark,SFO,LG,1948,1949,26,24
Dutch Clark,PRT|DET,TB,1931,1938,75,49
Dwight Clark,SFO,wr,1979,1987,134,97
Ernie Clark,DET|STL,LLB,1963,1968,82,48
Frank Clark,SEA,DE/lolb,2015,2018,50,21
Gail Clark,CHI|NWE,,1973,1974,19,3
Gary Clark,WAS|PHO|ARI|MIA,wr,1985,1995,167,119
Greg Clark,CHI|MIA|RAM|2TM|SEA,lb,1988,1992,70,4
Greg Clark,SFO,TE,1997,2000,55,39
Hal Clark,RCH,e,1920,1925,27,12
Herman Clark,CHI,LG,1952,1957,53,48
Howard Clark,LAC|SDG,TE,1960,1961,23,7
James Clark,PIT,b,1933,1934,19,8
Jeremy Clark,NYG|2TM,,2008,2010,7,1
Jeremy Clark,NYJ,,2017,2017,1,0
Jessie Clark,GNB|2TM|MIN,rb,1983,1990,88,38
Jim Clark,WAS,,1952,1953,24,9
Jon Clark,CHI|ARI,,1996,1999,10,0
Kelvin Clark,DEN|NOR,t,1979,1985,88,25
Ken Clark,RAM,P,1979,1979,16,0
Ken Clark,IND,te,1990,1992,34,12
Kenny Clark,MIN,,2003,2003,1,0
Kenny Clark,GNB,NT,2016,2018,35,21
Kevin Clark,DEN,KR/PR,1987,1991,26,3
Le'Raven Clark,IND,LT,2016,2018,26,11
Leroy Clark,HOU,p,1976,1976,1,0
Louis Clark,SEA,WR,1987,1992,55,15
Mario Clark,BUF|SFO,lcb,1976,1984,126,119
Michael Clark,GNB,,2017,2017,2,0
Mike Clark,PHI|PIT|DAL,k,1963,1973,128,0
Mike Clark,WAS|SFO|TAM,de,1981,1987,14,3
Monte Clark,SFO|DAL|CLE,RT,1959,1969,139,105
Phil Clark,DAL|CHI|NWE,SS,1967,1971,52,33
Pots Clark,2TM,,1927,1927,7,4
Randy Clark,STL|ATL,c,1980,1987,94,58
Randy Clark,TAM,,1984,1984,2,0
Reggie Clark,PIT|JAX,,1994,1996,15,0
Rico Clark,IND|2TM,db,1997,1999,29,3
Robert Clark,NOR|DET|MIA,WR,1987,1992,67,45
Ryan Clark,NYG|WAS|PIT,FS,2002,2014,177,152
Sedric Clark,BAL,,1996,1996,6,0
Spark Clark,PIT,,1987,1987,1,0
Steve Clark,NWE,,1981,1981,7,0
Steve Clark,MIA,rg,1982,1985,41,5
Steve Clark,BUF,db,1987,1987,3,1
Torin Clark,TAM,db,1987,1987,2,0
Vinnie Clark,GNB|ATL|2TM|JAX,db,1991,1996,83,59
Wayne Clark,DET,,1944,1944,8,0
Wayne Clark,SDG|CIN|KAN,qb,1970,1975,40,5
Willie Clark,SDG|PHI,db,1994,1998,59,8
Adrien Clarke,PHI|NYJ,LG,2005,2007,28,18
Frank Clarke,CLE|DAL,TE,1957,1967,140,74
Fred Clarke,RCH,,1920,1920,1,0
Hagood Clarke,BUF,PR,1964,1968,67,5
Harry Clarke,CHI|LAD|2TM,hb,1940,1948,74,29
Ken Clarke,PHI|SEA|MIN,LDT,1978,1991,203,110
Leon Clarke,RAM|CLE|MIN,RE,1956,1963,79,38
Phil Clarke,NOR,lb/mlb,1999,2001,35,7
Will Clarke,CIN|TAM,de,2014,2018,53,1
Bill Clarkin,TOR,t,1929,1929,5,1
Conrad Clarks,IND,,1995,1995,6,0
Stu Clarkson,CHI,RLB,1942,1951,75,18
Jeromey Clary,SDG,RG/rt,2007,2014,103,93
Bob Clasby,STL|PHO,dt,1986,1990,49,43
Corwin Clatt,CRD,fb,1948,1949,24,4
Bob Clatterbuck,NYG|LAC,qb,1954,1960,19,4
Blaine Clausell,ARI,,2018,2018,2,0
Jimmy Clausen,CAR|CHI|2TM,qb,2010,2015,22,14
Jared Clauss,TEN,rdt,2004,2005,29,2
Shannon Clavelle,GNB|2TM,,1995,1997,16,0
Ben Claxton,ATL|ARI,,2005,2009,3,0
Billy Clay,WAS,,1966,1966,6,1
Boyd Clay,RAM,rt,1940,1944,34,5
Charles Clay,MIA|BUF,TE,2011,2018,103,92
Hayward Clay,STL|DAL,te,1996,1998,14,6
John Clay,RAI|SDG,t,1987,1988,12,10
John Clay,PIT,,2011,2011,2,0
Kaelin Clay,BAL|2TM|NYG,,2015,2018,22,2
Ozzie Clay,WAS,KR,1964,1964,14,1
Randy Clay,NYG,RH,1950,1953,24,18
Roy Clay,NYG,,1944,1944,1,0
Walt Clay,CHR|2TM|LAD,fb,1946,1949,47,11
Willie Clay,DET|NWE|NOR,FS,1992,1999,118,90
Adrian Clayborn,TAM|ATL|NWE,de,2011,2018,85,51
Raymond Clayborn,NWE|CLE,db,1977,1991,208,196
DeVone Claybrooks,TAM|SFO|DAL,,2002,2004,13,0
Felipe Claybrooks,CLE,,2001,2003,11,0
Ralph Claypool,CRD,C,1925,1928,30,28
Carey Clayton,SDG,,2001,2001,1,0
Harvey Clayton,PIT|NYG,RCB,1983,1987,59,26
Keenan Clayton,PHI|OAK,lb,2010,2012,36,1
Mark Clayton,MIA|GNB,WR,1983,1993,158,142
Mark Clayton,BAL|STL,wr,2005,2011,83,65
Michael Clayton,TAM|NYG,WR,2004,2011,95,56
Ralph Clayton,STL,,1981,1981,7,0
Stan Clayton,ATL|NWE,g,1988,1990,26,14
Thomas Clayton,2TM|CLE,,2010,2011,6,0
Zach Clayton,TEN,,2011,2012,3,0
Emmett Cleary,CIN|DAL|DET,rg,2014,2017,20,2
Paul Cleary,NYY|CHH,,1948,1949,23,0
Cam Cleeland ,NOR|NWE|STL,te,1998,2005,89,54
Bob Clemens,GNB,,1955,1955,2,0
Bob Clemens,BAL,,1962,1962,9,0
Cal Clemens,GNB,bb,1936,1936,9,3
Kellen Clemens,NYJ|STL|SDG|LAC,QB,2006,2017,64,21
Alex Clement,FRN,wb,1925,1925,4,1
Anthony Clement,ARI|SFO|NYJ,RT,1998,2007,128,107
Corey Clement,PHI,,2017,2018,19,0
Henry Clement,PIT,,1961,1961,14,1
Johnny Clement,CRD|PIT|CHH,tb,1941,1949,47,9
Chase Clements,2TM,,1925,1925,3,2
Chuck Clements,NYJ,,1997,1997,1,0
Chunky Clements,HOU,,2017,2017,2,0
Nate Clements,BUF|SFO|CIN,db/lcb/ss,2001,2012,180,168
Tom Clements,KAN,,1980,1980,1,0
Vince Clements,NYG,,1972,1973,16,7
T.J. Clemmings,MIN|WAS|OAK,lt,2015,2018,38,32
Charlie Clemons,STL|NOR|HOU,ROLB,1997,2003,78,38
Chris Clemons,WAS|OAK|PHI|SEA|JAX,de/dt,2004,2015,162,86
Chris Clemons,MIA|ARI,S/ss,2009,2015,80,48
Craig Clemons,CHI,FS,1972,1977,82,58
Duane Clemons,MIN|KAN|CIN,DE/rdt,1996,2005,142,86
Michael Clemons,KAN,PR,1987,1987,8,0
Nic Clemons,WAS|DEN,,2005,2008,18,0
Ray Clemons,DET,,1939,1939,6,0
Ray Clemons,GNB,g,1947,1947,9,1
Toney Clemons,JAX,,2012,2012,4,0
Topper Clemons,PHI,,1987,1987,3,0
Mike Clendenen,DEN,k,1987,1987,3,0
Ainer Cleve,MIN,WB,1921,1924,19,13
Asante Cleveland,SFO|NWE|SDG,te,2014,2016,14,1
Greg Cleveland,MIA,,1987,1987,2,0
Chad Clifton,GNB,lt,2000,2011,165,160
Gregory Clifton,WAS,,1993,1993,2,0
Kyle Clifton,NYJ,mlb,1984,1996,204,149
Ben Clime,RCH,,1920,1921,7,0
Doug Cline,HOU|2TM,MLB,1960,1966,95,0
Jackie Cline,2TM|MIA|DET,de,1987,1990,42,11
Ollie Cline,CLE|BUF|DET,FB,1948,1953,64,28
Tony Cline,OAK|SFO,de,1970,1977,93,59
Tony Cline,BUF|2TM,te,1995,1999,52,9
Dextor Clinkscale,DAL|IND,SS,1980,1986,76,46
Joey Clinkscales,PIT|2TM,wr,1987,1988,14,3
Charles Clinton,HOU,,1987,1987,2,0
Ha Ha Clinton-Dix,GNB,FS/ss,2014,2018,68,62
Colin Cloherty,IND|SFO|JAX,te,2009,2012,8,1
Jack Cloud ,GNB|WAS,S,1950,1953,33,15
Mike Cloud ,KAN|NWE|NYG|2TM,rb,1999,2005,78,7
Dave Cloutier,BOS,PR,1964,1964,12,0
Herbert Clow,DUL,,1924,1924,1,0
John Clowes,BDA|CHH|NYY,LG,1948,1951,49,31
David Clowney,NYJ|2TM,wr,2008,2010,28,3
Jadeveon Clowney,HOU,de/k/LB/mlb,2014,2018,50,44
Don Clune,NYG|SEA,wr,1974,1976,28,1
Tyler Clutts,CHI|HOU|2TM|DAL,fb/wr,2011,2015,72,14
Rich Coady,CHI,C,1970,1974,67,59
Rich Coady,STL|TEN,fs/ss,1999,2004,83,16
John Coaker,RCH,t,1924,1924,5,2
Dexter Coakley,DAL|STL,lb,1997,2006,155,141
Danny Coale,DAL,,2012,2012,0,0
Bert Coan,SDG|KAN,KR,1962,1968,72,2
Ben Coates,NWE|BAL,te,1991,2000,158,114
Ray Coates,NYG,hb,1948,1949,21,2
Sammie Coates,PIT|CLE|HOU,wr,2015,2018,35,6
Sherrod Coates,CLE,,2003,2004,21,0
Daniel Coats,CIN|2TM,TE,2007,2010,57,18
Alf Cobb,AKR|CLE,lt,1920,1925,21,16
David Cobb,TEN,rb,2015,2015,7,1
DeAndra Cobb,ATL,,2005,2005,3,0
Garry Cobb,DET|PHI|DAL,RLB,1979,1989,140,106
Marvin Cobb,CIN|2TM,SS,1975,1980,79,54
Mike Cobb,CIN|CHI,te,1977,1981,62,19
Randall Cobb,GNB,WR,2011,2018,99,70
Reggie Cobb,TAM|GNB|JAX|NYJ,RB,1990,1996,92,60
Robert Cobb,RAM|TAM|MIN,de,1981,1984,11,1
Tom Cobb,KAN|CLE|DET|CRD,t,1926,1931,37,31
Trevor Cobb,CHI,,1994,1994,1,0
Lyron Cobbins,ARI,,1997,1997,6,0
Eric Cobble,HOU,,1987,1987,3,0
Cedric Cobbs,NWE|DEN,,2004,2006,5,0
Duffy Cobbs,NWE,,1987,1987,3,0
Patrick Cobbs,MIA,fb,2006,2010,54,3
R.J. Cobbs,NYG,,2006,2006,1,0
Avon Cobourne,DET,,2003,2003,7,0
Colin Cochart ,CIN,te,2011,2011,10,3
Antonio Cochran,SEA|ARI,de,1999,2005,85,32
Earl Cochran,HOU,dt,2006,2008,24,2
Leon Cochran,WAS,fb,1949,1949,11,2
Mark Cochran,SFO,t,1987,1987,3,3
Moose Cochran,MIL,,1922,1922,2,0
Red Cochran,CRD,qb,1947,1949,36,8
Gene Cockrell,NYT,RT,1960,1962,42,13
Ross Cockrell,BUF|PIT|NYG,cb/db/lcb,2014,2017,54,32
Don Cockroft,CLE,K/P,1968,1980,188,0
Joe Cocozzo,SDG,LG,1993,1997,77,48
Sherman Cocroft,KAN|BUF|TAM,db,1985,1989,67,3
Ron Coder,SEA|STL,rg,1976,1980,53,21
Nakia Codie,PIT,,2000,2000,6,0
Bill Cody,DET|NOR|PHI,,1966,1972,52,1
Dan Cody,BAL,,2006,2006,2,0
Ed Cody,GNB|CHI,RLB,1947,1950,38,0
Mac Cody,ARI,wr,1999,2000,28,1
Shaun Cody,DET|HOU,NT,2005,2012,112,68
Tay Cody,SDG,cb/db/LCB,2001,2003,19,11
Terrence Cody,BAL,dt/nt,2010,2014,57,21
Michael Coe,IND|JAX|2TM|NYG|3TM,,2007,2012,38,1
Rodney Coe,SEA,,2017,2017,1,0
Stan Cofall,CLE,WB,1920,1920,3,3
Joe Cofer,WAS,db,1987,1987,3,1
Mike Cofer,DET,ROLB,1983,1992,123,104
Mike Cofer,NOR|SFO|IND,k,1987,1995,102,0
Glen Coffee,SFO,rb,2009,2009,14,2
Pat Coffee,CRD,tb,1937,1938,19,5
Donald Coffey,DEN,,1963,1963,3,0
Junior Coffey,GNB|ATL|2TM|NYG,HB,1965,1971,59,42
Ken Coffey,WAS,SS,1983,1986,41,24
Wayne Coffey,NWE,wr,1987,1987,3,2
Randy Coffield,SEA|NYG,,1976,1979,24,1
Chase Coffman ,CIN|ATL|TEN|2TM|IND,te,2010,2016,39,3
Paul Coffman ,GNB|KAN|MIN,te,1978,1988,154,103
Barry Cofield,NYG|WAS,nt,2006,2015,138,129
Tim Cofield,KAN|2TM,ROLB,1986,1989,54,37
Gail Cogdill ,DET|2TM|ATL,SE,1960,1970,127,112
George Coghill,DEN,fs/s,1998,2001,54,5
Abe Cohen ,BOS,,1960,1960,14,2
Dustin Cohen ,STL,,2000,2001,5,0
Joe Cohen ,DET,,2009,2009,7,0
Landon Cohen ,DET|2TM|NWE|SEA,dt,2008,2014,40,9
Tarik Cohen ,CHI,RB,2017,2018,20,7
Angelo Coia,CHI|WAS|ATL,SE,1960,1966,77,46
Will Cokeley,BUF,lb,1987,1987,3,3
Jack Colahan,NYY,t,1928,1928,2,1
Steve Colavito,PHI,,1975,1975,4,0
Adrian Colbert,SFO,FS,2017,2018,18,9
Danny Colbert,SDG,LCB,1974,1976,32,15
Darrell Colbert,KAN,,1987,1988,15,0
Keary Colbert,CAR|3TM|KAN,WR,2004,2011,75,49
Lewis Colbert,KAN|SDG,p,1986,1989,20,0
Rondy Colbert,NYG|STL,db,1975,1977,32,2
Daniel Colchico,SFO|NOR,LDE,1960,1969,76,66
Jim Colclough,BOS,e,1960,1968,126,38
Ricardo Colclough,PIT|KAN,cb,2004,2009,43,1
Audie Cole,MIN,mlb,2012,2016,57,7
Chris Cole,DEN,wr,2000,2003,35,2
Colin Cole,GNB|SEA|CAR,dt/ldt/rdt,2004,2015,117,57
Dylan Cole,HOU,lb,2017,2018,15,1
Eddie Cole,DET,lb,1979,1980,28,2
Emerson Cole,CLE|2TM,,1950,1952,31,3
Fred Cole,LAC,RG,1960,1960,14,14
John Cole,PHI,fb,1938,1940,18,1
Justin Cole,STL,,2011,2012,20,0
Keelan Cole,JAX,WR,2017,2018,20,10
Larry Cole,DAL,LDT,1968,1980,176,134
Lee Cole,HOU,,1996,1996,3,0
Linzy Cole ,CHI|HOU|2TM,KR,1970,1972,31,4
Marquice Cole,NYJ|NWE,db,2009,2013,64,2
Mason Cole,ARI,C,2018,2018,4,4
Nick Cole,PHI,c/rg,2006,2010,77,29
Pete Cole,NYG,g,1937,1940,30,1
Robin Cole,PIT|NYJ,lb,1977,1988,166,131
Terry Cole,BAL|PIT|MIA,,1968,1971,37,10
Trent Cole,PHI|IND,de/lb,2005,2016,176,154
Tom Colella,DET|RAM|CLE|BUF,LH,1942,1949,89,22
Al Coleman,MIN|CIN|PHI,LS,1967,1973,57,19
Alonzo Coleman,DAL,,2008,2008,1,0
Andre Coleman,SDG|2TM|PIT,KR/WR,1994,1998,58,10
Andre Coleman,SDG,,2009,2009,2,0
Anthony Coleman,DAL,,1987,1987,3,0
Antonio Coleman,BUF,,2010,2011,11,0
B.J. Coleman,GNB,,2012,2012,0,0
Ben Coleman,PHO|ARI|2TM|JAX|SDG|WAS,RG,1993,2001,135,104
Brandon Coleman,NOR,wr,2014,2017,48,14
Charles Coleman,NYG,,1987,1987,3,0
Chris Coleman,TEN,,2000,2001,29,0
Clarence Coleman,BUF,,2003,2003,14,0
Corey Coleman,CLE,WR,2016,2017,19,18
Cosey Coleman,TAM|CLE,lg/RG,2000,2006,100,92
Dan Coleman,MIN,de,1987,1987,3,1
Davon Coleman,DAL,dt,2014,2015,4,1
Deandre Coleman,MIA|BUF,,2014,2017,16,0
Dennis Coleman,NWE,,1971,1971,9,0
Derrick Coleman,SEA|ATL|ARI,fb/rb,2012,2018,51,15
Don Coleman,NOR,LLB,1974,1975,27,8
Drew Coleman,NYJ|JAX,cb/db,2006,2011,83,13
Eric Coleman,NWE,,1989,1990,15,0
Erik Coleman,NYJ|ATL|DET,ss,2004,2012,123,89
Fred Coleman,BUF,,1976,1976,7,0
Fred Coleman,NWE,,2001,2002,9,0
Greg Coleman,CLE|MIN|WAS,P,1977,1988,162,0
Herb Coleman,CHR|2TM,c,1946,1948,37,24
Justin Coleman,NWE|SEA,cb/lcb,2015,2018,40,8
KaRon Coleman,DEN,,2000,2002,15,0
Kenyon Coleman,OAK|DAL|NYJ|CLE,dt,2002,2012,141,81
Keo Coleman,NYJ|GNB,lb,1992,1993,18,2
Kurt Coleman,PHI|KAN|CAR|NOR,SS,2010,2018,120,77
Leonard Coleman,IND|SDG,LCB,1985,1989,49,16
Lincoln Coleman,DAL,,1993,1994,18,0
Marco Coleman,MIA|SDG|WAS|JAX|PHI|DEN,RDE,1992,2005,207,185
Marcus Coleman,NYJ|HOU|DAL,FS,1996,2006,152,101
Monte Coleman,WAS,lb,1979,1994,215,62
Pat Coleman,NWE|HOU,wr,1990,1994,52,3
Ralph Coleman,DAL,,1972,1972,1,0
Roderick Coleman,OAK|ATL,dt/LDT,1999,2007,109,70
Ronnie Coleman,HOU,PR,1974,1981,113,44
Shon Coleman,CLE,RT,2016,2017,23,16
Sidney Coleman,TAM|PHO,lb,1988,1992,53,12
Steve Coleman,DEN,,1974,1974,2,0
Tevin Coleman,ATL,RB,2015,2018,44,9
Travis Coleman,CHI,,2002,2002,7,0
Xavier Coleman,NYJ,,2017,2017,2,0
Laveranues Coles,NYJ|WAS|CIN,SE/WR,2000,2009,153,138
James Coley,CHI|IND,te,1990,1991,23,4
Kevis Coley,HOU,,2008,2008,3,0
Stacy Coley,MIN|2TM,,2017,2018,7,0
Trevon Coley,CLE,DT,2017,2018,19,19
Jake Colhouer,CRD|NYG,g,1946,1949,40,5
Stalin Colinet,MIN|2TM|CLE|JAX,ldt/RDT,1997,2002,68,42
Daryn Colledge,GNB|ARI|MIA,LG/lt/rt,2006,2014,141,137
Elmer Collett,SFO|BAL,RG,1967,1977,145,101
Austin Collie,IND|NWE,wr,2009,2013,49,17
Bruce Collie,SFO|PHI,g,1985,1991,91,40
Bobby Collier,RAM,,1951,1951,11,0
Floyd Collier,SFO,,1948,1948,12,0
Jim Collier,NYG|WAS,,1962,1963,27,4
Mike Collier,PIT|BUF,rb,1975,1979,36,1
Reggie Collier,DAL|PIT,qb,1986,1987,6,1
Richard Collier,JAX,rt,2006,2007,8,1
Steve Collier,GNB,rt,1987,1987,10,6
Tim Collier,KAN|STL|2TM|SFO,db,1976,1983,94,38
Alex Collins,SEA|BAL,RB,2016,2018,30,16
Andre Collins,WAS|CIN|CHI|DET,llb,1990,1999,144,82
Anthony Collins,CIN|TAM,LT,2008,2014,69,35
Aviante Collins,MIN,,2017,2017,3,0
Bill Collins,MIL,,1922,1922,3,0
Bill Collins,BOS,,1947,1947,12,0
Bobby Collins,BUF|GNB,te/wr,1999,2001,30,6
Brett Collins,GNB|2TM|RAM,,1992,1994,27,0
Calvin Collins,ATL|MIN,c/lg,1997,2001,68,56
Cameron Collins,HOU,,2012,2012,1,0
Cecil Collins,MIA,rb,1999,1999,8,6
Clarence Collins,STL,,1987,1987,1,0
Dwight Collins,MIN,wr,1984,1984,16,1
Fabray Collins,MIN,lb,1987,1987,3,1
Gary Collins,CLE,WR,1962,1971,127,106
George Collins,STL,t,1978,1982,69,26
Gerald Collins,CIN,,1995,1995,3,0
Glen Collins,CIN|SFO,rde,1982,1987,58,8
Greg Collins,SFO|SEA|BUF,,1975,1977,38,0
Harry Collins,BUF,LG,1924,1924,11,10
Jalen Collins,ATL,cb,2015,2016,24,8
Jamie Collins,NWE|2TM|CLE,LB,2013,2018,68,59
Javier Collins,DAL,lt/rt,2002,2003,10,4
Jed Collins,NOR|DET,fb,2011,2014,63,28
Jerald Collins,BUF,,1969,1971,14,0
Jerome Collins,STL,,2005,2005,3,0
Jim Collins,RAM|SDG,lb,1981,1989,93,69
Kerry Collins,CAR|2TM|NYG|OAK|TEN|IND,qb,1995,2011,198,180
Kirk Collins,RAM,db,1981,1983,29,4
La'el Collins,DAL,RT,2015,2018,35,34
Landon Collins,NYG,SS,2015,2018,51,51
Larry Collins,CLE|NOR,KR,1978,1980,23,1
Maliek Collins,DAL,dt,2016,2018,34,30
Mark Collins,NYG|KAN|GNB|SEA,FS,1986,1998,168,147
Mo Collins,OAK,lg/RG,1998,2003,71,64
Nate Collins,JAX|CHI,dt,2010,2013,27,2
Nick Collins,GNB,fs,2005,2011,95,95
Patrick Collins,GNB,,1988,1988,5,0
Paul Collins,BOS,RE,1932,1935,43,36
Paul Collins,CRD,qb,1945,1945,3,1
Ray Collins,SFO|NYG|DTX,RDT,1950,1961,71,60
Rip Collins,CHH|BAL|GNB,RH,1949,1951,31,18
Roosevelt Collins,MIA,,1992,1992,10,0
Ryan Collins,BAL,te,1999,1999,4,3
Shane Collins,WAS,rde,1992,1994,30,10
Shawn Collins,ATL|CLE|GNB,wr,1989,1993,49,25
Sonny Collins,ATL,RB,1976,1976,11,5
Todd Collins,NWE|STL,lb,1992,2000,106,77
Todd Collins,BUF|KAN|WAS|CHI,qb,1995,2010,50,21
Tony Collins,NWE|MIA,RB,1981,1990,103,83
Trent Collins,NYJ,db,1987,1987,3,3
Cris Collinsworth,CIN,WR,1981,1988,107,90
Ferric Collons,NWE,LDE,1995,1999,64,27
Doug Colman,NYG|TEN|CLE,mlb,1996,2000,64,1
Wayne Colman,PHI|2TM|NOR,RLB,1968,1976,98,61
Mickey Colmer,BDA|NYY,b,1946,1949,48,29
Don Colo,BAL|NYY|DTX|CLE,RDT,1950,1958,100,93
Marc Colombo,CHI|2TM|DAL|MIA,RT,2002,2011,111,95
Harry Colon,NWE|DET|JAX,db,1991,1997,87,45
Willie Colon,PIT|NYJ,rg,2006,2015,100,100
Tony Colorito,DEN,,1986,1986,15,0
Britton Colquitt,DEN|CLE,P,2010,2018,132,0
Craig Colquitt,PIT|IND,p,1978,1987,97,0
Dustin Colquitt,KAN,P,2005,2018,210,0
Jimmy Colquitt,SEA,p,1985,1985,2,0
Marques Colston,NOR,wr,2006,2015,146,106
Tim Colston,CAR,,1996,1996,2,0
Jeff Colter,MIN|KAN,,1984,1987,17,0
Kain Colter,MIN,,2014,2014,0,0
Lloyd Colteryahn,BAL,LE,1954,1956,27,17
George Colton,NWE,g,1987,1987,3,3
Aaron Colvin,JAX|HOU,CB,2014,2018,52,27
Jim Colvin,BAL|DAL|NYG,LDT,1960,1967,103,84
Rosevelt Colvin,CHI|NWE,lb,1999,2008,121,78
Neal Colzie,OAK|MIA|TAM,db,1975,1983,118,51
Bill Combs,PHI,,1942,1942,10,0
Chris Combs,STL,te,1980,1981,32,2
Chris Combs,PIT|JAX,,2000,2002,10,0
Derek Combs,OAK|GNB,,2002,2003,12,0
Darren Comeaux,DEN|SFO|SEA,MLB,1982,1991,118,39
Greg Comella,NYG|TEN|HOU|TAM,fb,1998,2004,88,35
Hook Comer,CAN,fb,1926,1926,1,1
Marty Comer,BUF,de,1946,1948,27,9
Ulysses Comier,BUF,fb,1929,1929,3,1
Sanders Commings,KAN,,2013,2014,2,0
Vince Commisa,BOS,,1944,1944,1,0
Chuck Commiskey,NOR,g,1986,1988,34,14
Irv Comp,GNB,tb,1943,1949,69,21
Tony Compagno,PIT,fb,1946,1948,34,13
Jonathan Compas,TAM,,2009,2009,2,0
Chuck Compton,GNB,,1987,1987,2,0
Dick Compton,DET|HOU|PIT,SE,1962,1968,57,12
Mike Compton,DET|NWE|JAX,lg,1993,2004,151,119
Ogden Compton,CRD,qb,1955,1955,9,1
Tom Compton,WAS|ATL|CHI|MIN,LG,2012,2018,75,20
William Compton,WAS|TEN,LB,2013,2018,61,35
Ed Comstock,BUF|BKN|SIS,g,1929,1931,23,10
Rudy Comstock,CAN|CLE|FRN|NYG|GNB,RG,1923,1933,152,127
Bill Conaty,BUF|MIN,C,1997,2004,74,18
Jack Concannon,PHI|CHI|GNB|DET,qb,1964,1975,90,45
Rick Concannon,SIS|BOS,LG,1932,1936,25,9
Merl Condit,PIT|BKN|WAS,HB,1940,1946,54,39
Jon Condo,DAL|OAK,,2005,2017,176,0
Tom Condon,KAN|NWE,RG,1974,1985,148,131
Brannon Condren,IND|2TM,,2007,2008,13,0
Glen Condren,NYG|ATL,RDT,1965,1972,79,61
Fred Cone,GNB|DAL,K,1951,1960,94,31
Kevin Cone,ATL|2TM,,2011,2014,29,0
Charlie Conerly,NYG,qb,1948,1961,161,105
Mel Conger,NYY|BDA,,1946,1947,9,0
Larry Conjar,CLE|PHI|BAL,,1967,1970,35,3
Cary Conklin,WAS|SFO,qb,1992,1995,7,2
Jack Conklin,TEN,rt,2016,2018,33,33
Tyler Conklin,MIN,te,2018,2018,4,1
Bill Conkright,CHI|RAM|2TM,C,1937,1944,62,30
Shane Conlan,BUF|RAM|STL,MLB,1987,1995,120,114
Gerry Conlee ,RAM|DET|SFO,c,1938,1947,41,7
Chris Conley,KAN,WR,2015,2018,41,25
Gareon Conley ,OAK,CB,2017,2018,6,4
John Conley,COL,t,1922,1926,10,6
Steve Conley,2TM,,1972,1972,8,0
Steve Conley,PIT|2TM,,1996,1998,21,1
T.J. Conley,NYJ,P,2011,2011,16,0
Chris Conlin,MIA|IND,g,1987,1991,27,2
Ray Conlin,PHI,dt,1987,1987,1,1
Dick Conn,PIT|NWE,db,1974,1979,58,1
